[2020-04-08;05:15:53.267];126811;157612
[2020-04-08;05:15:53.267];126799;157585
[2020-04-08;05:15:53.267];126762;157557
[2020-04-08;05:15:53.267];126746;157537
[2020-04-08;05:15:53.267];126747;157564
[2020-04-08;05:15:53.267];126724;157628
[2020-04-08;05:15:53.276];126696;157634
[2020-04-08;05:15:53.276];126721;157626
[2020-04-08;05:15:53.276];126789;157615
[2020-04-08;05:15:53.276];126811;157633
[2020-04-08;05:15:53.276];126788;157636
[2020-04-08;05:15:53.276];126763;157628
[2020-04-08;05:15:53.276];126782;157622
[2020-04-08;05:15:53.276];126770;157675
[2020-04-08;05:15:53.276];126771;157770
[2020-04-08;05:15:53.276];126732;157771
[2020-04-08;05:15:53.276];126795;157791
[2020-04-08;05:15:53.276];126862;157828
[2020-04-08;05:15:53.276];126891;157861
[2020-04-08;05:15:53.276];126881;157885
[2020-04-08;05:15:53.276];126875;157885
[2020-04-08;05:15:53.276];126897;157922
[2020-04-08;05:15:53.276];126896;158004
[2020-04-08;05:15:53.276];126883;158066
[2020-04-08;05:15:53.276];126879;158103
[2020-04-08;05:15:53.276];126914;158093
[2020-04-08;05:15:53.276];126995;158110
[2020-04-08;05:15:53.276];126976;158136
[2020-04-08;05:15:53.276];127001;158161
[2020-04-08;05:15:53.276];126994;158131
[2020-04-08;05:15:53.276];126985;158188
[2020-04-08;05:15:53.276];126998;158259
[2020-04-08;05:15:53.276];126989;158335
[2020-04-08;05:15:53.276];126990;158328
[2020-04-08;05:15:53.276];127046;158348
[2020-04-08;05:15:53.276];127097;158372
[2020-04-08;05:15:53.276];127088;158413
[2020-04-08;05:15:53.276];127095;158401
[2020-04-08;05:15:53.276];127085;158399
[2020-04-08;05:15:53.276];127122;158471
[2020-04-08;05:15:53.276];127098;158519
[2020-04-08;05:15:53.276];127063;158516
[2020-04-08;05:15:53.276];127059;158441
[2020-04-08;05:15:53.276];127061;158275
[2020-04-08;05:15:53.276];127007;158088
[2020-04-08;05:15:53.276];126929;157883
[2020-04-08;05:15:53.276];126802;157661
[2020-04-08;05:15:53.276];126717;157437
[2020-04-08;05:15:53.276];126631;157303
[2020-04-08;05:15:53.276];126543;157220
[2020-04-08;05:15:53.276];126467;157106
[2020-04-08;05:15:53.276];126441;157015
[2020-04-08;05:15:53.276];126464;156914
[2020-04-08;05:15:53.276];126479;156865
[2020-04-08;05:15:53.276];126448;156831
[2020-04-08;05:15:53.276];126404;156794
[2020-04-08;05:15:53.276];126397;156770
[2020-04-08;05:15:53.276];126383;156812
[2020-04-08;05:15:53.276];126369;156855
[2020-04-08;05:15:53.276];126333;156856
[2020-04-08;05:15:53.276];126383;156846
[2020-04-08;05:15:53.276];126430;156847
[2020-04-08;05:15:53.276];126460;156882
[2020-04-08;05:15:53.276];126438;156908
[2020-04-08;05:15:53.276];126432;156913
[2020-04-08;05:15:53.276];126443;156919
[2020-04-08;05:15:53.276];126453;157014
[2020-04-08;05:15:53.276];126464;157111
[2020-04-08;05:15:53.276];126439;157120
[2020-04-08;05:15:53.276];126471;157128
[2020-04-08;05:15:53.276];126556;157159
[2020-04-08;05:15:53.276];126586;157178
[2020-04-08;05:15:53.276];126551;157174
[2020-04-08;05:15:53.281];126523;157143
[2020-04-08;05:15:53.281];126540;157169
[2020-04-08;05:15:53.281];126515;157220
[2020-04-08;05:15:53.281];126495;157242
[2020-04-08;05:15:53.281];126456;157232
[2020-04-08;05:15:53.281];126496;157201
[2020-04-08;05:15:53.281];126578;157213
[2020-04-08;05:15:53.281];126558;157213
[2020-04-08;05:15:53.281];126533;157195
[2020-04-08;05:15:53.281];126549;157193
[2020-04-08;05:15:53.281];126559;157242
[2020-04-08;05:15:53.281];126556;157298
[2020-04-08;05:15:53.281];126508;157360
[2020-04-08;05:15:53.281];126556;157371
[2020-04-08;05:15:53.281];126599;157352
[2020-04-08;05:15:53.281];126640;157390
[2020-04-08;05:15:53.281];126640;157407
[2020-04-08;05:15:53.281];126622;157429
[2020-04-08;05:15:53.281];126645;157422
[2020-04-08;05:15:53.281];126633;157507
[2020-04-08;05:15:53.281];126628;157621
[2020-04-08;05:15:53.281];126614;157633
[2020-04-08;05:15:53.281];126683;157673
[2020-04-08;05:15:53.281];126751;157699
[2020-04-08;05:15:53.281];126777;157709
[2020-04-08;05:15:53.281];126773;157747
[2020-04-08;05:15:53.281];126750;157744
[2020-04-08;05:15:53.281];126756;157807
[2020-04-08;05:15:53.281];126769;157907
[2020-04-08;05:15:53.281];126767;157943
[2020-04-08;05:15:53.281];126767;157982
[2020-04-08;05:15:53.281];126802;157985
[2020-04-08;05:15:53.281];126882;158016
[2020-04-08;05:15:53.281];126877;158032
[2020-04-08;05:15:53.281];126856;158064
[2020-04-08;05:15:53.281];126890;158063
[2020-04-08;05:15:53.281];126891;158117
[2020-04-08;05:15:53.281];126909;158215
[2020-04-08;05:15:53.281];126879;158253
[2020-04-08;05:15:53.281];126892;158265
[2020-04-08;05:15:53.281];126927;158252
[2020-04-08;05:15:53.281];126964;158228
[2020-04-08;05:15:53.281];126947;158172
[2020-04-08;05:15:53.281];126877;158033
[2020-04-08;05:15:53.281];126811;157794
[2020-04-08;05:15:53.281];126733;157630
[2020-04-08;05:15:53.281];126619;157455
[2020-04-08;05:15:53.281];126485;157289
[2020-04-08;05:15:53.281];126413;157075
[2020-04-08;05:15:53.282];126386;156875
[2020-04-08;05:15:53.282];126344;156739
[2020-04-08;05:15:53.282];126288;156629
[2020-04-08;05:15:53.282];126228;156531
[2020-04-08;05:15:53.282];126187;156454
[2020-04-08;05:15:53.282];126159;156427
[2020-04-08;05:15:53.282];126142;156462
[2020-04-08;05:15:53.282];126092;156492
[2020-04-08;05:15:53.282];126127;156447
[2020-04-08;05:15:53.282];126175;156439
[2020-04-08;05:15:53.282];126187;156447
[2020-04-08;05:15:53.282];126190;156440
[2020-04-08;05:15:53.282];126155;156448
[2020-04-08;05:15:53.282];126163;156442
[2020-04-08;05:15:53.282];126174;156516
[2020-04-08;05:15:53.282];126165;156608
[2020-04-08;05:15:53.282];126149;156677
[2020-04-08;05:15:53.282];126196;156699
[2020-04-08;05:15:53.282];126262;156734
[2020-04-08;05:15:53.289];126300;156762
[2020-04-08;05:15:53.289];126303;156778
[2020-04-08;05:15:53.289];126284;156783
[2020-04-08;05:15:53.289];126291;156801
[2020-04-08;05:15:53.289];126302;156833
[2020-04-08;05:15:53.289];126286;156896
[2020-04-08;05:15:53.289];126258;156890
[2020-04-08;05:15:53.289];126303;156877
[2020-04-08;05:15:53.289];126350;156868
[2020-04-08;05:15:53.289];126384;156884
[2020-04-08;05:15:53.289];126373;156878
[2020-04-08;05:15:53.289];126344;156839
[2020-04-08;05:15:53.289];126363;156854
[2020-04-08;05:15:53.289];126338;156906
[2020-04-08;05:15:53.289];126331;156947
[2020-04-08;05:15:53.289];126325;156969
[2020-04-08;05:15:53.289];126355;156949
[2020-04-08;05:15:53.289];126442;156974
[2020-04-08;05:15:53.289];126416;156990
[2020-04-08;05:15:53.289];126380;156995
[2020-04-08;05:15:53.289];126397;156970
[2020-04-08;05:15:53.289];126402;157025
[2020-04-08;05:15:53.289];126401;157113
[2020-04-08;05:15:53.289];126394;157172
[2020-04-08;05:15:53.289];126360;157193
[2020-04-08;05:15:53.289];126450;157196
[2020-04-08;05:15:53.289];126522;157228
[2020-04-08;05:15:53.289];126509;157256
[2020-04-08;05:15:53.289];126503;157277
[2020-04-08;05:15:53.289];126528;157300
[2020-04-08;05:15:53.289];126540;157350
[2020-04-08;05:15:53.289];126535;157433
[2020-04-08;05:15:53.289];126505;157489
[2020-04-08;05:15:53.289];126546;157513
[2020-04-08;05:15:53.289];126623;157520
[2020-04-08;05:15:53.289];126654;157543
[2020-04-08;05:15:53.289];126660;157572
[2020-04-08;05:15:53.289];126651;157563
[2020-04-08;05:15:53.289];126662;157583
[2020-04-08;05:15:53.289];126684;157652
[2020-04-08;05:15:53.289];126669;157739
[2020-04-08;05:15:53.289];126642;157736
[2020-04-08;05:15:53.289];126684;157725
[2020-04-08;05:15:53.289];126732;157736
[2020-04-08;05:15:53.289];126746;157696
[2020-04-08;05:15:53.289];126696;157631
[2020-04-08;05:15:53.289];126631;157472
[2020-04-08;05:15:53.289];126553;157315
[2020-04-08;05:15:53.289];126464;157164
[2020-04-08;05:15:53.289];126348;156975
[2020-04-08;05:15:53.289];126225;156752
[2020-04-08;05:15:53.289];126182;156513
[2020-04-08;05:15:53.289];126162;156365
[2020-04-08;05:15:53.289];126078;156217
[2020-04-08;05:15:53.289];126001;156087
[2020-04-08;05:15:53.289];125962;155965
[2020-04-08;05:15:53.289];125927;155887
[2020-04-08;05:15:53.289];125882;155903
[2020-04-08;05:15:53.289];125812;155902
[2020-04-08;05:15:53.289];125836;155824
[2020-04-08;05:15:53.289];125845;155809
[2020-04-08;05:15:53.289];125873;155803
[2020-04-08;05:15:53.289];125874;155816
[2020-04-08;05:15:53.289];125850;155776
[2020-04-08;05:15:53.289];125848;155789
[2020-04-08;05:15:53.289];125873;155833
[2020-04-08;05:15:53.289];125864;155929
[2020-04-08;05:15:53.294];125854;155996
[2020-04-08;05:15:53.294];125883;156029
[2020-04-08;05:15:53.294];125923;156032
[2020-04-08;05:15:53.294];125990;156068
[2020-04-08;05:15:53.294];125982;156126
[2020-04-08;05:15:53.294];125974;156129
[2020-04-08;05:15:53.294];125988;156108
[2020-04-08;05:15:53.294];125998;156148
[2020-04-08;05:15:53.294];125986;156226
[2020-04-08;05:15:53.294];125947;156219
[2020-04-08;05:15:53.294];125979;156217
[2020-04-08;05:15:53.294];126014;156195
[2020-04-08;05:15:53.294];126064;156204
[2020-04-08;05:15:53.294];126048;156187
[2020-04-08;05:15:53.294];126019;156149
[2020-04-08;05:15:53.294];126012;156144
[2020-04-08;05:15:53.294];126032;156184
[2020-04-08;05:15:53.294];126008;156247
[2020-04-08;05:15:53.294];125984;156286
[2020-04-08;05:15:53.294];126016;156270
[2020-04-08;05:15:53.294];126073;156267
[2020-04-08;05:15:53.294];126117;156315
[2020-04-08;05:15:53.294];126099;156311
[2020-04-08;05:15:53.294];126079;156325
[2020-04-08;05:15:53.294];126097;156324
[2020-04-08;05:15:53.294];126107;156403
[2020-04-08;05:15:53.294];126116;156523
[2020-04-08;05:15:53.294];126085;156542
[2020-04-08;05:15:53.294];126150;156559
[2020-04-08;05:15:53.294];126216;156595
[2020-04-08;05:15:53.294];126263;156642
[2020-04-08;05:15:53.294];126244;156655
[2020-04-08;05:15:53.294];126232;156667
[2020-04-08;05:15:53.294];126253;156678
[2020-04-08;05:15:53.294];126257;156766
[2020-04-08;05:15:53.294];126255;156830
[2020-04-08;05:15:53.294];126259;156863
[2020-04-08;05:15:53.294];126281;156857
[2020-04-08;05:15:53.294];126362;156899
[2020-04-08;05:15:53.294];126354;156924
[2020-04-08;05:15:53.294];126348;156932
[2020-04-08;05:15:53.294];126373;156959
[2020-04-08;05:15:53.294];126390;157006
[2020-04-08;05:15:53.294];126387;157094
[2020-04-08;05:15:53.294];126367;157142
[2020-04-08;05:15:53.294];126385;157167
[2020-04-08;05:15:53.294];126417;157134
[2020-04-08;05:15:53.294];126464;157104
[2020-04-08;05:15:53.294];126402;156994
[2020-04-08;05:15:53.294];126344;156822
[2020-04-08;05:15:53.294];126252;156592
[2020-04-08;05:15:53.294];126158;156401
[2020-04-08;05:15:53.294];126064;156219
[2020-04-08;05:15:53.294];125928;156029
[2020-04-08;05:15:53.294];125831;155816
[2020-04-08;05:15:53.294];125792;155608
[2020-04-08;05:15:53.294];125785;155465
[2020-04-08;05:15:53.294];125741;155357
[2020-04-08;05:15:53.294];125650;155243
[2020-04-08;05:15:53.294];125627;155127
[2020-04-08;05:15:53.294];125607;155099
[2020-04-08;05:15:53.294];125561;155083
[2020-04-08;05:15:53.294];125533;155110
[2020-04-08;05:15:53.294];125522;155091
[2020-04-08;05:15:53.294];125562;155033
[2020-04-08;05:15:53.294];125594;155028
[2020-04-08;05:15:53.294];125577;155023
[2020-04-08;05:15:53.294];125559;155032
[2020-04-08;05:15:53.299];125553;155002
[2020-04-08;05:15:53.299];125569;155064
[2020-04-08;05:15:53.299];125579;155164
[2020-04-08;05:15:53.299];125562;155218
[2020-04-08;05:15:53.299];125589;155250
[2020-04-08;05:15:53.299];125686;155278
[2020-04-08;05:15:53.299];125728;155311
[2020-04-08;05:15:53.299];125728;155339
[2020-04-08;05:15:53.299];125715;155330
[2020-04-08;05:15:53.299];125716;155328
[2020-04-08;05:15:53.299];125724;155393
[2020-04-08;05:15:53.299];125702;155461
[2020-04-08;05:15:53.299];125700;155434
[2020-04-08;05:15:53.299];125722;155420
[2020-04-08;05:15:53.299];125759;155430
[2020-04-08;05:15:53.299];125772;155445
[2020-04-08;05:15:53.299];125763;155417
[2020-04-08;05:15:53.299];125760;155377
[2020-04-08;05:15:53.299];125754;155396
[2020-04-08;05:15:53.299];125751;155448
[2020-04-08;05:15:53.299];125735;155500
[2020-04-08;05:15:53.299];125711;155528
[2020-04-08;05:15:53.299];125772;155526
[2020-04-08;05:15:53.299];125839;155578
[2020-04-08;05:15:53.299];125860;155613
[2020-04-08;05:15:53.299];125880;155627
[2020-04-08;05:15:53.299];125862;155634
[2020-04-08;05:15:53.299];125884;155654
[2020-04-08;05:15:53.299];125891;155761
[2020-04-08;05:15:53.299];125873;155829
[2020-04-08;05:15:53.299];125867;155859
[2020-04-08;05:15:53.299];125914;155904
[2020-04-08;05:15:53.299];125986;155933
[2020-04-08;05:15:53.299];126031;155979
[2020-04-08;05:15:53.299];126010;155992
[2020-04-08;05:15:53.299];126005;156007
[2020-04-08;05:15:53.299];126020;156045
[2020-04-08;05:15:53.299];126012;156136
[2020-04-08;05:15:53.299];126010;156194
[2020-04-08;05:15:53.299];125990;156215
[2020-04-08;05:15:53.299];126060;156238
[2020-04-08;05:15:53.299];126131;156276
[2020-04-08;05:15:53.299];126135;156304
[2020-04-08;05:15:53.299];126126;156344
[2020-04-08;05:15:53.299];126153;156328
[2020-04-08;05:15:53.299];126174;156408
[2020-04-08;05:15:53.299];126197;156504
[2020-04-08;05:15:53.299];126180;156556
[2020-04-08;05:15:53.299];126210;156585
[2020-04-08;05:15:53.299];126266;156568
[2020-04-08;05:15:53.299];126301;156566
[2020-04-08;05:15:53.299];126267;156498
[2020-04-08;05:15:53.299];126195;156347
[2020-04-08;05:15:53.299];126137;156144
[2020-04-08;05:15:53.299];126032;155942
[2020-04-08;05:15:53.299];125908;155783
[2020-04-08;05:15:53.299];125776;155553
[2020-04-08;05:15:53.299];125695;155316
[2020-04-08;05:15:53.299];125658;155083
[2020-04-08;05:15:53.299];125608;154907
[2020-04-08;05:15:53.299];125493;154739
[2020-04-08;05:15:53.299];125412;154592
[2020-04-08;05:15:53.299];125352;154474
[2020-04-08;05:15:53.299];125330;154431
[2020-04-08;05:15:53.299];125292;154414
[2020-04-08;05:15:53.299];125211;154415
[2020-04-08;05:15:53.299];125242;154329
[2020-04-08;05:15:53.299];125284;154289
[2020-04-08;05:15:53.304];125314;154280
[2020-04-08;05:15:53.304];125287;154260
[2020-04-08;05:15:53.304];125263;154235
[2020-04-08;05:15:53.304];125250;154236
[2020-04-08;05:15:53.304];125263;154277
[2020-04-08;05:15:53.304];125263;154392
[2020-04-08;05:15:53.304];125247;154408
[2020-04-08;05:15:53.304];125311;154437
[2020-04-08;05:15:53.304];125376;154490
[2020-04-08;05:15:53.304];125450;154547
[2020-04-08;05:15:53.304];125428;154568
[2020-04-08;05:15:53.304];125397;154550
[2020-04-08;05:15:53.304];125411;154591
[2020-04-08;05:15:53.304];125402;154621
[2020-04-08;05:15:53.304];125404;154698
[2020-04-08;05:15:53.304];125360;154680
[2020-04-08;05:15:53.304];125402;154659
[2020-04-08;05:15:53.304];125468;154661
[2020-04-08;05:15:53.304];125464;154649
[2020-04-08;05:15:53.304];125454;154630
[2020-04-08;05:15:53.304];125426;154579
[2020-04-08;05:15:53.304];125427;154600
[2020-04-08;05:15:53.304];125422;154660
[2020-04-08;05:15:53.304];125373;154690
[2020-04-08;05:15:53.304];125376;154698
[2020-04-08;05:15:53.304];125410;154658
[2020-04-08;05:15:53.304];125464;154696
[2020-04-08;05:15:53.304];125480;154699
[2020-04-08;05:15:53.304];125438;154714
[2020-04-08;05:15:53.304];125455;154663
[2020-04-08;05:15:53.304];125454;154721
[2020-04-08;05:15:53.304];125439;154797
[2020-04-08;05:15:53.304];125428;154825
[2020-04-08;05:15:53.304];125432;154840
[2020-04-08;05:15:53.304];125481;154822
[2020-04-08;05:15:53.304];125521;154833
[2020-04-08;05:15:53.304];125500;154843
[2020-04-08;05:15:53.304];125461;154821
[2020-04-08;05:15:53.304];125465;154801
[2020-04-08;05:15:53.304];125450;154831
[2020-04-08;05:15:53.304];125442;154892
[2020-04-08;05:15:53.304];125377;154889
[2020-04-08;05:15:53.304];125387;154864
[2020-04-08;05:15:53.304];125436;154815
[2020-04-08;05:15:53.304];125427;154807
[2020-04-08;05:15:53.304];125411;154761
[2020-04-08;05:15:53.304];125360;154690
[2020-04-08;05:15:53.304];125353;154624
[2020-04-08;05:15:53.304];125323;154649
[2020-04-08;05:15:53.304];125304;154684
[2020-04-08;05:15:53.304];125254;154630
[2020-04-08;05:15:53.304];125281;154591
[2020-04-08;05:15:53.304];125308;154561
[2020-04-08;05:15:53.304];125337;154536
[2020-04-08;05:15:53.304];125284;154486
[2020-04-08;05:15:53.304];125237;154377
[2020-04-08;05:15:53.304];125192;154305
[2020-04-08;05:15:53.304];125128;154203
[2020-04-08;05:15:53.304];125046;154052
[2020-04-08;05:15:53.304];124954;153822
[2020-04-08;05:15:53.304];124884;153596
[2020-04-08;05:15:53.304];124865;153405
[2020-04-08;05:15:53.304];124786;153214
[2020-04-08;05:15:53.304];124706;153001
[2020-04-08;05:15:53.304];124604;152844
[2020-04-08;05:15:53.304];124559;152740
[2020-04-08;05:15:53.304];124502;152688
[2020-04-08;05:15:53.309];124442;152629
[2020-04-08;05:15:53.309];124417;152548
[2020-04-08;05:15:53.309];124436;152465
[2020-04-08;05:15:53.309];124483;152418
[2020-04-08;05:15:53.309];124487;152357
[2020-04-08;05:15:53.309];124490;152286
[2020-04-08;05:15:53.309];124436;152117
[2020-04-08;05:15:53.309];124369;151976
[2020-04-08;05:15:53.309];124299;151863
[2020-04-08;05:15:53.309];124161;151657
[2020-04-08;05:15:53.309];124003;151410
[2020-04-08;05:15:53.309];123930;151146
[2020-04-08;05:15:53.309];123881;150897
[2020-04-08;05:15:53.309];123780;150659
[2020-04-08;05:15:53.309];123649;150420
[2020-04-08;05:15:53.309];123601;150226
[2020-04-08;05:15:53.309];123559;150099
[2020-04-08;05:15:53.309];123511;150069
[2020-04-08;05:15:53.309];123482;150048
[2020-04-08;05:15:53.309];123521;150026
[2020-04-08;05:15:53.309];123548;150030
[2020-04-08;05:15:53.309];123621;150101
[2020-04-08;05:15:53.309];123651;150212
[2020-04-08;05:15:53.309];123684;150301
[2020-04-08;05:15:53.309];123729;150397
[2020-04-08;05:15:53.309];123815;150617
[2020-04-08;05:15:53.309];123856;150841
[2020-04-08;05:15:53.309];123890;151031
[2020-04-08;05:15:53.309];124004;151172
[2020-04-08;05:15:53.309];124104;151300
[2020-04-08;05:15:53.309];124204;151448
[2020-04-08;05:15:53.309];124226;151570
[2020-04-08;05:15:53.309];124263;151647
[2020-04-08;05:15:53.309];124299;151728
[2020-04-08;05:15:53.309];124318;151842
[2020-04-08;05:15:53.309];124337;151963
[2020-04-08;05:15:53.309];124308;152021
[2020-04-08;05:15:53.309];124356;151996
[2020-04-08;05:15:53.309];124401;151995
[2020-04-08;05:15:53.309];124417;151983
[2020-04-08;05:15:53.309];124377;151978
[2020-04-08;05:15:53.309];124369;151950
[2020-04-08;05:15:53.309];124365;151930
[2020-04-08;05:15:53.309];124376;151993
[2020-04-08;05:15:53.309];124363;152074
[2020-04-08;05:15:53.309];124338;152071
[2020-04-08;05:15:53.309];124386;152082
[2020-04-08;05:15:53.309];124447;152094
[2020-04-08;05:15:53.309];124492;152108
[2020-04-08;05:15:53.309];124454;152117
[2020-04-08;05:15:53.309];124443;152109
[2020-04-08;05:15:53.309];124434;152158
[2020-04-08;05:15:53.309];124464;152248
[2020-04-08;05:15:53.309];124441;152311
[2020-04-08;05:15:53.309];124439;152343
[2020-04-08;05:15:53.309];124494;152353
[2020-04-08;05:15:53.309];124575;152421
[2020-04-08;05:15:53.309];124571;152491
[2020-04-08;05:15:53.309];124579;152505
[2020-04-08;05:15:53.309];124609;152524
[2020-04-08;05:15:53.309];124634;152580
[2020-04-08;05:15:53.309];124636;152664
[2020-04-08;05:15:53.309];124610;152693
[2020-04-08;05:15:53.309];124604;152583
[2020-04-08;05:15:53.309];124600;152402
[2020-04-08;05:15:53.309];124558;152212
[2020-04-08;05:15:53.309];124459;151961
[2020-04-08;05:15:53.309];124333;151708
[2020-04-08;05:15:53.313];124234;151403
[2020-04-08;05:15:53.313];124141;151225
[2020-04-08;05:15:53.313];124041;151096
[2020-04-08;05:15:53.313];123948;150969
[2020-04-08;05:15:53.313];123919;150871
[2020-04-08;05:15:53.313];123943;150788
[2020-04-08;05:15:53.313];123948;150778
[2020-04-08;05:15:53.313];123956;150761
[2020-04-08;05:15:53.313];123905;150755
[2020-04-08;05:15:53.313];123915;150742
[2020-04-08;05:15:53.313];123936;150814
[2020-04-08;05:15:53.313];123946;150929
[2020-04-08;05:15:53.313];123957;151024
[2020-04-08;05:15:53.313];124005;151045
[2020-04-08;05:15:53.313];124073;151098
[2020-04-08;05:15:53.313];124148;151168
[2020-04-08;05:15:53.313];124184;151237
[2020-04-08;05:15:53.313];124183;151313
[2020-04-08;05:15:53.313];124222;151376
[2020-04-08;05:15:53.313];124268;151501
[2020-04-08;05:15:53.313];124298;151640
[2020-04-08;05:15:53.313];124302;151719
[2020-04-08;05:15:53.313];124357;151772
[2020-04-08;05:15:53.313];124436;151832
[2020-04-08;05:15:53.313];124492;151864
[2020-04-08;05:15:53.313];124507;151905
[2020-04-08;05:15:53.313];124505;151939
[2020-04-08;05:15:53.313];124509;151967
[2020-04-08;05:15:53.313];124545;152030
[2020-04-08;05:15:53.313];124532;152102
[2020-04-08;05:15:53.313];124525;152153
[2020-04-08;05:15:53.313];124567;152151
[2020-04-08;05:15:53.313];124647;152204
[2020-04-08;05:15:53.313];124684;152232
[2020-04-08;05:15:53.313];124674;152268
[2020-04-08;05:15:53.313];124656;152293
[2020-04-08;05:15:53.313];124671;152339
[2020-04-08;05:15:53.313];124674;152435
[2020-04-08;05:15:53.313];124671;152533
[2020-04-08;05:15:53.313];124661;152572
[2020-04-08;05:15:53.313];124717;152601
[2020-04-08;05:15:53.313];124807;152684
[2020-04-08;05:15:53.313];124849;152737
[2020-04-08;05:15:53.313];124814;152785
[2020-04-08;05:15:53.313];124845;152822
[2020-04-08;05:15:53.313];124880;152900
[2020-04-08;05:15:53.313];124888;153037
[2020-04-08;05:15:53.313];124895;153150
[2020-04-08;05:15:53.313];124933;153197
[2020-04-08;05:15:53.313];125018;153225
[2020-04-08;05:15:53.313];125070;153335
[2020-04-08;05:15:53.313];125086;153395
[2020-04-08;05:15:53.313];125089;153450
[2020-04-08;05:15:53.313];125101;153491
[2020-04-08;05:15:53.313];125119;153565
[2020-04-08;05:15:53.313];125122;153719
[2020-04-08;05:15:53.313];125097;153779
[2020-04-08;05:15:53.313];125169;153799
[2020-04-08;05:15:53.313];125264;153874
[2020-04-08;05:15:53.313];125306;153926
[2020-04-08;05:15:53.313];125314;153968
[2020-04-08;05:15:53.313];125293;154011
[2020-04-08;05:15:53.313];125330;154081
[2020-04-08;05:15:53.313];125341;154177
[2020-04-08;05:15:53.313];125313;154218
[2020-04-08;05:15:53.313];125334;154270
[2020-04-08;05:15:53.313];125366;154280
[2020-04-08;05:15:53.317];125444;154335
[2020-04-08;05:15:53.317];125466;154368
[2020-04-08;05:15:53.317];125440;154397
[2020-04-08;05:15:53.317];125454;154401
[2020-04-08;05:15:53.317];125468;154478
[2020-04-08;05:15:53.317];125484;154588
[2020-04-08;05:15:53.317];125484;154657
[2020-04-08;05:15:53.317];125504;154734
[2020-04-08;05:15:53.317];125533;154752
[2020-04-08;05:15:53.317];125617;154803
[2020-04-08;05:15:53.317];125630;154862
[2020-04-08;05:15:53.317];125627;154885
[2020-04-08;05:15:53.317];125637;154928
[2020-04-08;05:15:53.317];125665;154977
[2020-04-08;05:15:53.317];125642;154995
[2020-04-08;05:15:53.317];125582;154915
[2020-04-08;05:15:53.317];125497;154671
[2020-04-08;05:15:53.317];125419;154385
[2020-04-08;05:15:53.317];125307;154093
[2020-04-08;05:15:53.317];125201;153797
[2020-04-08;05:15:53.317];125044;153536
[2020-04-08;05:15:53.317];124937;153236
[2020-04-08;05:15:53.317];124852;153066
[2020-04-08;05:15:53.317];124736;152951
[2020-04-08;05:15:53.317];124649;152837
[2020-04-08;05:15:53.317];124599;152720
